point_1,point_2,point3
31.62247527,26.97893602,26.82045141
31.93639,27.912969,27.58192731
32.10173705,28.32177093,27.96948952
32.23392993,28.50278169,28.17145045
32.29505613,28.64384407,28.34407171
32.35101945,28.69089017,28.40535077
32.37879883,28.75951408,28.4610033
32.39744685,28.76657384,28.50516136
32.39309308,28.82443732,28.52439927
32.42181642,28.81718778,28.57048855
32.41615267,28.75588931,28.59206621
32.40324546,28.79938655,28.65054129
32.43505112,28.78300866,28.65278819
32.43622626,28.7666118,28.65297388
32.44393205,28.77610072,28.67546144
32.39652216,28.72876996,28.71629558
32.41412989,28.73518447,28.71193177
32.41470783,28.75550975,28.69919315
32.43429981,28.6967733,28.68652881
32.36986011,28.69030185,28.6605502
21.56639636,28.67453126,28.67356736
10.54264325,24.45300278,21.15895323
9.608816751,13.3666915,9.846931397
9.395867166,8.983111143,8.298223828
9.21867246,8.63304567,7.994465379
9.113353536,8.466287277,7.845148733
9.073341207,8.371303123,7.746303751
8.967251704,8.269752633,7.655425046
8.909458258,8.224243742,7.648090128
8.924696463,8.162660609,7.588538022
8.896589584,8.114798464,7.556301522
8.876149968,8.111382451,7.519868335
8.884144728,8.057694105,7.536227987
8.837100863,8.084016387,7.521242472
8.815755817,8.002032063,7.492979826
8.803965954,8.02529891,7.424440124
8.785048233,7.998559115,7.450363024
8.758771479,7.984743239,7.425480012
8.735634836,7.964038401,7.410550204
8.749871288,7.980738912,7.375973958
8.741048155,7.992353358,7.381451935
8.738505244,7.972635368,7.355417618
8.694370315,7.920844808,7.340524949
8.696104119,7.945098504,7.319114417
8.65682384,7.897236359,7.31081389
8.673526146,7.910331078,7.314657758
8.683620734,7.920844808,7.31554909
8.647384244,7.90412532,7.299263715
8.623149525,7.860115679,7.282068439
8.637212597,7.864271829,7.270128307
8.629603127,7.859280653,7.269534086
8.614210805,7.86620757,7.219118131
8.610781728,7.814435987,7.229906959
8.594117951,7.837778746,7.251187506
8.592750172,7.795685869,7.208162177
8.607641617,7.797336942,7.185061828
8.540312252,7.795856669,7.197280502
8.546746589,7.80008873,7.154403728
8.556455888,7.809179122,7.149705667
8.534263205,7.764600146,7.150708415
8.520604687,7.750309822,7.159491747
8.503574885,7.774829208,7.125843972
8.541699295,7.762835205,7.109261487
8.497699218,7.747785768,7.117896263
8.482981154,7.743781441,7.091639114
8.480977647,7.742794593,7.100255322
8.474813013,7.727080931,7.093756027
8.480245597,7.67811807,7.039551912
8.442236774,7.711576025,7.052921889
8.440310326,7.668799944,7.04341435
8.423800665,7.677662602,7.042003075
8.433664079,7.680831903,6.99853208
8.43345217,7.640959434,6.982079581
8.394248949,7.662252585,6.986573379
8.399854913,7.622399094,6.983026621
8.374290946,7.635740525,7.00486425
8.360208609,7.642306862,6.98274808
8.365968689,7.655003045,6.957679373
8.347860076,7.624809282,6.938367184
8.316728673,7.599322025,6.933223457
8.333103483,7.576966115,6.937680115
8.317094698,7.583893031,6.898257253
8.311623586,7.605831429,6.903883785
8.29603862,7.569128261,6.920837658
8.282168192,7.54766431,6.902323954
8.311835495,7.574005569,6.862158315
8.291029854,7.571557426,6.851480903
8.252462361,7.549391294,6.877552358
8.258164648,7.518286594,6.848119839
8.247993001,7.523486525,6.840617797
8.244082311,7.520924515,6.832540102
8.237551652,7.528401789,6.81868732
8.253907197,7.487959985,6.814416356
8.184497268,7.482930854,6.795846943
8.22666722,7.496253306,6.806580064
8.217786293,7.483082676,6.78773211
8.176791476,7.475320735,6.775680561
8.20956036,7.451712286,6.753564391
8.164886026,7.456874262,6.780360053
8.141576002,7.432411809,6.777778905
8.146526974,7.417286461,6.717725425
8.148029604,7.42922353,6.74947912
8.160551517,7.415749255,6.707697942
8.141807176,7.415160941,6.708774968
8.107593456,7.386504383,6.691171165
8.127474401,7.384246019,6.697261932
8.074612663,7.369405338,6.683390581
8.073090769,7.390565644,6.670930505
8.046929602,7.369177604,6.684430468
8.078561881,7.37690159,6.680623739
8.060877087,7.344866974,6.66604675
8.034966358,7.334448133,6.639603907
8.029013634,7.340540024,6.643262081
8.028647608,7.322511064,6.61577935
8.042556564,7.321960706,6.623745628
8.010288557,7.3175958,6.603170719
8.01558629,7.308543364,6.584935556
7.989733355,7.289983024,6.575817975
7.997959288,7.297403364,6.595018747
7.957080057,7.312775425,6.572512619
7.963514394,7.300648577,6.592251905
7.975920721,7.271213927,6.532551244
7.956925942,7.259770282,6.575520864
7.939992462,7.235668409,6.53078715
7.957060793,7.221700709,6.506999732
7.945983716,7.251932429,6.541260298
7.911692938,7.194334645,6.491457134
7.887939831,7.195435361,6.522969427
7.885435449,7.222175156,6.502784476
7.874512487,7.187597508,6.485050687
7.88630235,7.173667764,6.471012211
7.852339068,7.189552227,6.476211646
7.814176129,7.159396418,6.453631241
7.853745376,7.201830897,6.454039768
7.850643794,7.172168513,6.467224051
7.829992269,7.172054646,6.417903691
7.834461629,7.136072637,6.407950486
7.846039583,7.14161417,6.445052172
7.838950253,7.133624494,6.410197385
7.807838115,7.126963268,6.436324548
7.775704959,7.101893524,6.409380331
7.786261895,7.09335349,6.393652039
7.787437028,7.079822281,6.382194711
7.78568396,7.089254274,6.381154824
7.750295107,7.050008075,6.371405882
7.737021879,7.076064666,6.354841966
7.756209303,7.065323202,6.354210606
7.738967591,7.065740715,6.314434925
7.70741237,7.062040033,6.312615123
7.696566466,7.017290256,6.355826145
7.72598333,7.049704429,6.298558077
7.657575155,7.052627018,6.290108995
7.698261741,7.025887224,6.310145391
7.70629503,7.002449575,6.305633023
7.69383091,7.021901874,6.248940607
7.674181138,6.986280445,6.268605615
7.663681995,6.980169576,6.283869672
7.652277422,6.978613392,6.268308504
7.640526088,6.966201876,6.258615271
7.645708234,6.978063034,6.234066508
7.619181042,7.000153255,6.218579618
7.613363168,6.971420786,6.225376023
7.612322886,6.957927533,6.252617351
7.663084797,6.945857618,6.228328559
7.576471685,6.937507363,6.178283993
7.556321037,6.926405319,6.206472361
7.536266711,6.913860958,6.185748897
7.552834166,6.946483887,6.191282582
7.547902458,6.934129305,6.191078318
7.559904231,6.897198403,6.162704256
7.543760595,6.868959358,6.139121102
7.553855183,6.881503719,6.172973141
7.541236947,6.885716802,6.161664369
7.555935747,6.905301947,6.15497938
7.506984698,6.881219051,6.138044076
7.506657202,6.85816096,6.142092208
7.510760537,6.850266173,6.124822654
7.525979478,6.894977995,6.125119765
7.489087994,6.846337758,6.121424452
7.493807793,6.846072068,6.111805496
7.478858554,6.855750773,6.079643274
7.484310403,6.815138168,6.058214172
7.433066881,6.832483925,6.067888836
7.441389137,6.792307811,6.055335913
7.443315585,6.816865152,6.041408854
7.439693862,6.808457964,6.046441164
7.472115986,6.795894625,6.06300508
7.425476675,6.771887641,6.02285801
7.435532734,6.803922257,6.051492044
7.390588698,6.771754796,6.031864176
7.407637764,6.751201781,6.040963188
7.412781381,6.761544711,6.031251385
7.358205103,6.724461987,6.022598039
7.366199863,6.722640113,6.002431657
7.340520309,6.763176807,5.998067845
7.368627188,6.73106628,5.973463373
7.362828579,6.700265224,5.978272851
7.333739211,6.726018171,5.982655232
7.321795232,6.732242906,5.965719928
7.337592107,6.693945599,5.935154675
7.325243574,6.709602328,5.980909708
7.277910742,6.689998206,5.911794355
7.260225947,6.700132379,5.93784724
7.300585037,6.685443521,5.946667711
7.276003558,6.678782295,5.915693931
7.267604244,6.657565056,5.922453197
7.289835456,6.635493813,5.890922335
7.267507922,6.65054325,5.917495164
7.238437818,6.63604417,5.909510317
7.248108588,6.647582705,5.892110777
7.229614685,6.622531939,5.89235218
7.248513142,6.648322841,5.894506232
7.235625204,6.619552416,5.905759295
7.229903653,6.592110441,5.855250494
7.206034959,6.605831429,5.830905994
7.231040257,6.609456199,5.861972621
7.200313408,6.590668124,5.862678259
7.165367638,6.549448228,5.845612969
7.19206821,6.549979608,5.841527698
7.183803747,6.58425361,5.821119913
7.198656663,6.565617359,5.810349654
7.178929833,6.553016064,5.80732284
7.152980576,6.509158246,5.806450078
7.145871982,6.556583901,5.805354482
7.168623335,6.556299233,5.799170868
7.131828174,6.559259778,5.795568402
7.152614551,6.509367003,5.778595959
7.133003308,6.509898383,5.780805719
7.135006814,6.466230343,5.750221897
7.102103079,6.501908707,5.756702622
7.133773887,6.503901381,5.778057446
7.101409557,6.50249702,5.707530817
7.101968227,6.49710731,5.748104984
7.066752754,6.495873749,5.735533491
7.071183585,6.500561279,5.76749145
7.020132707,6.492704448,5.708644982
7.0825111,6.505988945,5.726044522
7.045253592,6.44672111,5.732488108
7.023041644,6.458468401,5.743332645
7.065885852,6.476649184,5.708737829
7.053980402,6.462377839,5.70272134
7.017628325,6.435808845,5.690057
7.00329555,6.442583939,5.700010205
7.046602106,6.445810173,5.68818149
7.039763215,6.414268982,5.713157349
7.015990844,6.40058595,5.674105875
7.022001362,6.398934877,5.676389913
7.004066129,6.403660362,5.690446958
6.983106373,6.36505941,5.64328065
6.991081868,6.391666359,5.702461368
6.965691281,6.355456616,5.646567436
6.952302466,6.394456104,5.648312961
6.942400522,6.376863634,5.657764792
6.9514163,6.351509223,5.63791409
6.944673731,6.374757092,5.633624556
6.910267366,6.350769086,5.622000104
6.934347969,6.388781726,5.628165149
6.923020453,6.352723805,5.621851548
6.933596654,6.319740297,5.614869449
6.927027465,6.328887622,5.56681181
6.915295396,6.345208576,5.574815227
6.905605361,6.294803398,5.586681081
6.877594804,6.283815222,5.583097185
6.893314622,6.299149327,5.563840704
6.891176264,6.281993348,5.556542925
6.869657838,6.294765443,5.530267206
6.907474016,6.271612462,5.548650924
6.873009858,6.259846193,5.572846869
6.857097395,6.284707181,5.554760261
6.818664754,6.304444148,5.543154378
6.821939716,6.253545546,5.56995004
6.830839906,6.242215768,5.547258218
6.849988802,6.28038023,5.528503112
6.822305741,6.237224593,5.509005229
6.801519365,6.261307488,5.482970912
6.81396422,6.238628954,5.540870341
6.795296937,6.237888818,5.489173096
6.768480778,6.251799584,5.527091837
6.803773309,6.221055462,5.494892475
6.801943183,6.226141527,5.509580881
6.761256597,6.209630795,5.504381445
6.775242611,6.184807763,5.490807205
6.77545452,6.183593181,5.469619505
6.775396727,6.22805829,5.452034271
6.771601624,6.211585514,5.456862319
6.737619078,6.193120063,5.452888464
6.722804691,6.18774933,5.468561048
6.739988609,6.165488309,5.433576275
6.696219706,6.162869365,5.459183495
6.718161951,6.187142039,5.433520567
6.706661055,6.161730694,5.412518562
6.718605034,6.148009707,5.42488579
6.712151432,6.130588038,5.421339033
6.712286284,6.152659281,5.409658872
6.685200422,6.150438872,5.390810918
6.705640037,6.118821769,5.404775117
6.716562999,6.127153046,5.410903023
6.719645316,6.121364801,5.393484914
6.685142628,6.119334171,5.399389987
6.677860654,6.097661463,5.36990176
6.658345734,6.108289061,5.398201545
6.661485845,6.122237782,5.370737384
6.659328223,6.107226301,5.346689994
6.651583901,6.075495331,5.372872866
6.62183954,6.082706915,5.385648622
6.656284434,6.100451207,5.331927312
6.623303641,6.065835604,5.343941721
6.595081175,6.058775843,5.358184461
6.61831414,6.075969777,5.374674099
6.6207222,6.05499925,5.321639857
6.627830794,6.067809301,5.328361984
6.577916521,6.040025724,5.335882596
6.587741407,6.031447734,5.322865438
6.594618827,6.036533799,5.328250568
6.587895523,6.035034549,5.30227196
6.568746628,5.996376662,5.312262304
6.57649095,6.036362998,5.300637852
6.550984775,6.031675469,5.300600713
6.533723799,6.027253629,5.289254802
6.551427858,6.023685793,5.310721042
6.533396303,5.999375163,5.271743846
6.560154669,5.992619048,5.280712872
6.513958441,6.009585248,5.269738349
13.49708275,5.991480376,5.287267875
20.27484769,6.002696287,5.781325663
22.99736209,15.48556878,16.03076858
24.24658669,19.73603848,18.9806126
24.805353,21.56337797,20.46971235
25.06440249,22.38612483,21.16311278
25.19682654,22.7385056,21.47543173
25.22512606,22.89786263,21.67089337
25.26246063,22.97709516,21.75154032
25.27243963,23.0428724,21.80860413
25.30170238,23.09872422,21.85924292
25.28725402,23.08367479,21.89742163
25.32955882,23.10703652,21.89589894
25.31302989,23.10800439,21.92258318
25.29580745,23.12326259,21.9711422
25.2918197,23.12724794,21.9231217
25.31067963,23.11542473,21.92731838
25.28014542,23.06904286,21.96066905
25.2518459,23.10764381,21.94128258
25.24500701,23.0865784,21.9549311
25.24662522,23.08405434,21.91645528
25.21123637,23.08073322,21.94393801
25.1962486,23.09855342,21.93675164
25.22971101,23.04370743,21.94817183
21.0930873,23.05851015,21.91123727
11.90283128,23.00324665,20.32709926
10.12841836,16.49031324,12.88366169
9.873318089,9.714992038,8.516154453
9.801365249,9.11872688,8.190149847
9.682426337,8.958515846,8.0178257
9.650139065,8.859204742,7.949805942
9.576683594,8.817738134,7.910773037
9.545764101,8.787753126,7.860561346
9.547440111,8.740555206,7.811928054
9.49091812,8.701138206,7.769311253
9.530699276,8.697627303,7.7867665
9.510009222,8.670280217,7.769571224
9.450443443,8.652516947,7.757835356
9.447900532,8.624315857,7.730501181
9.421643043,8.628149384,7.722219223
9.45653102,8.605793473,7.680382336
9.429984563,8.593306046,7.691746817
9.418791899,8.595735211,7.684003372
9.392842642,8.568634837,7.659658872
9.400278732,8.553680289,7.660215954
9.378336487,8.580382128,7.657913347
9.379434562,8.544381141,7.635982871
9.355257637,8.541819131,7.656613488
9.357569375,8.546184037,7.642370749
9.343082485,8.524739063,7.597302785
9.338651654,8.506273613,7.622575755
9.336763735,8.509253136,7.603077872
9.327593841,8.509101313,7.607497392
9.328036924,8.487523494,7.592567585
9.303956322,8.490521995,7.544157127
9.295730388,8.477332387,7.560015405
9.297136695,8.469456578,7.536227987
9.289546489,8.479400973,7.581240243
9.299429168,8.486270956,7.529710124
9.286753139,8.492286935,7.520741097
9.29285998,8.436112491,7.533256881
9.248455349,8.450953172,7.51622873
9.24115411,8.44106571,7.541018896
9.261882693,8.432297942,7.518995573
9.263346793,8.455014432,7.510992156
9.235278443,8.431918385,7.539236232
9.216553367,8.436700804,7.513554735
9.264502662,8.390489732,7.483825105
9.197231091,8.40889825,7.477028701
9.201372955,8.37301113,7.456138111
9.210677699,8.391495559,7.465552804
9.200197821,8.381513208,7.500073341
9.17401739,8.361586463,7.458756399
9.214299422,8.383923395,7.428711089
9.156679356,8.350958865,7.432814929
9.140843952,8.328242375,7.439258516
9.157353613,8.36063757,7.461486102
9.134062854,8.364452118,7.421580435
9.165695134,8.354128166,7.41604675
9.161591799,8.335947383,7.420429131
9.122407843,8.319987009,7.390643794
9.111638997,8.316438151,7.402063982
9.11358471,8.300819378,7.420132021
9.12974761,8.291710008,7.390940904
9.074959423,8.277533552,7.366522127
9.081759785,8.284915937,7.381526212
9.067118779,8.273851849,7.38951106
9.057679183,8.269733655,7.361007011
9.092143341,8.258043297,7.347321354
9.087250163,8.247738323,7.351778013
9.052323657,8.255424354,7.368509054
9.035159003,8.257436006,7.347024244
9.051880574,8.242614303,7.341063462
9.034446217,8.249863843,7.347748451
9.006435661,8.230829056,7.355454757
8.996475923,8.242329635,7.311185278
9.001523218,8.215836553,7.335306945
9.008747398,8.223978052,7.300080769
9.038857784,8.222080266,7.319504375
9.016665101,8.208947592,7.291334576
8.999018835,8.195606162,7.319708638
8.974321769,8.211186979,7.286320835
8.982855934,8.188185821,7.267881408
8.980178171,8.170726196,7.260193671
8.975554696,8.193917133,7.252617351
8.963803362,8.175546571,7.276163366
8.9311308,8.158846061,7.270629681
8.934752523,8.150818429,7.280879997
8.959179886,8.144574715,7.266321577
8.925447778,8.134042007,7.227177256
8.927123788,8.133909162,7.213473029
8.888787468,8.141196657,7.237501849
8.875206009,8.129297544,7.232580955
8.891754199,8.103943132,7.276646171
8.903216566,8.126166198,7.188961405
8.891561554,8.121687425,7.19352948
8.863454675,8.0902601,7.222534903
8.879675368,8.135503302,7.175424303
8.874030875,8.080220816,7.203315561
8.865149949,8.086255773,7.216536982
8.841666545,8.092841088,7.199620248
8.873915288,8.069612197,7.16383699
8.828200672,8.057845928,7.200622996
8.833440611,8.028031721,7.169649216
8.851491431,8.054847427,7.166288152
8.851741869,8.064867733,7.145341855
8.81194145,8.05014092,7.145341855
8.810727787,8.031960136,7.136911342
8.804447566,8.019605554,7.145249008
8.802810085,8.009110802,7.150949818
8.818626225,8.034123612,7.157783361
8.785028968,8.034256457,7.150169902
8.757904577,7.985217685,7.141368001
8.75761561,8.026513493,7.101053806
8.795836342,7.980966646,7.077303528
8.753936094,8.01451949,7.123207115
8.71278716,7.974058707,7.139139671
8.761487771,7.991765044,7.13284464
8.714906253,7.982010428,7.096652856
8.72434585,7.973261638,7.093458917
8.710417629,7.976184227,7.098639783
8.726426414,7.968915709,7.08448989
8.724615552,7.939500037,7.109725722
8.707932511,7.958591757,7.070395706
8.710629538,7.955802013,7.06933725
8.674932453,7.92029445,7.069857193
8.656226641,7.947280957,7.059105504
8.671503375,7.894977995,7.050173616
8.662333482,7.932952678,7.059996835
8.663913169,7.923976154,7.059625447
8.651853603,7.911128147,7.075743697
8.647962178,7.925987806,7.049950783
8.629391217,7.897805695,7.019608363
8.622205566,7.894636393,7.020945361
8.636133786,7.88343946,6.99156855
8.652104042,7.866568149,7.003137294
8.623265112,7.890271487,7.018048533
8.63374499,7.871103856,7.004771403
8.614499773,7.843111523,7.033201173
8.62110749,7.856680688,6.982580955
8.613420962,7.866890772,6.984419327
8.591575039,7.866928728,7.003063017
8.617736206,7.824608116,6.977251533
8.592711643,7.85613033,6.974261858
8.582886758,7.833907264,6.97894135
8.574660824,7.821913261,6.987761821
8.562389349,7.81432212,6.978217143
8.579342093,7.806560178,6.964958582
8.534301734,7.80115149,6.94226676
8.589533004,7.812063756,6.94289812
8.535650248,7.813373227,6.922490336
8.521278944,7.810944062,6.928116868
8.510278925,7.806920757,6.941486845
8.534128354,7.783293331,6.928116868
8.478685174,7.788474284,6.90213826
8.502187842,7.76968621,6.919054995
8.49353809,7.755225086,6.892259333
8.504981192,7.78312253,6.906074975
8.507061756,7.7586411,6.90499795
8.478242091,7.745280691,6.906409225
8.495503067,7.760842531,6.918980717
8.476392701,7.752833877,6.86737632
8.501667701,7.732413707,6.900745554
8.449191252,7.728523247,6.897328782
8.447091423,7.730591833,6.894023427
8.455644854,7.722032822,6.899798514
8.454758687,7.734577182,6.880282062
8.433587022,7.72328536,6.891869375
8.429734125,7.703814083,6.86485088
8.445049388,7.742870504,6.863328188
8.442660593,7.716320488,6.851109515
8.416037078,7.719755479,6.849141157
8.402648263,7.704174662,6.845482983
8.400452112,7.675518104,6.845742954
8.38750638,7.688555889,6.836625373
8.396734067,7.68386836,6.845817232
8.368916155,7.649935959,6.824462408
8.387660496,7.666959093,6.836569665
8.391282219,7.673848053,6.808195602
8.396002017,7.663011699,6.819355819
8.33674447,7.664321171,6.78804779
8.38436627,7.659500797,6.815827631
8.36373401,7.653257083,6.796032637
8.373366251,7.626612178,6.800972101
8.356259391,7.622361139,6.783795394
8.356336448,7.624676437,6.802160543
8.312606074,7.641851393,6.792541588
8.347628903,7.619837084,6.794825625
8.305381893,7.602643149,6.789366218
8.298658589,7.624410747,6.781214246
8.320427454,7.628415074,6.796069776
8.303975586,7.594122093,6.775346312
8.297830216,7.5956593,6.750574716
8.278488676,7.597936642,6.800136477
8.285404625,7.569906353,6.748569219
8.269068345,7.590269589,6.747232221
8.271495669,7.570058176,6.728755656
8.244640981,7.571329692,6.733880814
8.238553405,7.584500322,6.728161435
8.230481587,7.594368806,6.739934442
8.251595459,7.571120936,6.715125707
8.271418611,7.565104956,6.739785887
8.248108588,7.552693441,6.713194488
8.229422041,7.562941481,6.678581103
8.227630444,7.563283083,6.706305236
8.237397536,7.54474172,6.677838327
8.229422041,7.4890607,6.704374017
8.245122593,7.523144924,6.689592765
8.219365981,7.530128774,6.706769472
8.188947364,7.506937838,6.700251608
8.214646183,7.472758725,6.688051504
8.155022611,7.521342028,6.673084557
8.179161007,7.502515998,6.703631241
8.166484978,7.510353851,6.699973067
8.202548088,7.495930683,6.666232444
8.16881598,7.465736919,6.666343861
8.170626841,7.447954671,6.67962099
8.172283587,7.465224517,6.65876754
8.16619601,7.51796397,6.652398232
8.144388617,7.466040565,6.666399569
8.17272667,7.474789355,6.654180895
8.145332576,7.442849628,6.668237941
8.148453422,7.440553308,6.647811587
8.11319942,7.442716783,6.638489742
8.089061024,7.472436101,6.621870118
8.110290483,7.421101009,6.607497392
8.123582976,7.448542984,6.59841695
8.105647743,7.412541997,6.619307539
8.087962949,7.409581452,6.610969873
8.131943761,7.429811844,6.622817158
8.130614512,7.404514366,6.6161136
8.085169599,7.401212219,6.595835801
8.10038854,7.417950686,6.589150813
8.082434042,7.424498045,6.587702399
8.055849057,7.383012458,6.584972695
8.044078459,7.372973174,6.600329599
8.108999763,7.397302782,6.581778756
8.067677449,7.361187928,6.577136403
8.064325429,7.384720465,6.572401203
8.066945399,7.377015457,6.565493381
8.039936595,7.376673856,6.558158464
8.029013634,7.35312234,6.574852365
8.031614339,7.372498728,6.529617277
8.020074914,7.354261011,6.543172948
8.023947075,7.359195253,6.549133729
8.049453249,7.347485918,6.566106172
7.986400599,7.329684692,6.521948109
8.004605535,7.370392186,6.55037788
8.023060909,7.315887793,6.538419178
7.981565214,7.323459956,6.530917135
7.987055592,7.310934573,6.508076758
8.021442692,7.307708338,6.525142048
7.988481163,7.286339276,6.507333982
7.976306011,7.314597299,6.505272777
7.991370836,7.316438151,6.517435742
7.976594978,7.314825033,6.506795469
7.984242977,7.317026464,6.500537577
7.927894367,7.273092735,6.519292683
7.928048483,7.313306805,6.477381519
7.968291986,7.266924933,6.508373869
7.972953991,7.286548032,6.468728173
7.949143091,7.314274675,6.476972992
7.947601932,7.280437164,6.45903494
7.939587908,7.260130861,6.509562311
7.89730237,7.290514404,6.482488108
7.923713974,7.277495597,6.496378028
7.930649188,7.260700197,6.480891138
7.909072968,7.236939925,6.479906959
7.946927675,7.215248239,6.461300408
7.903216566,7.262673894,6.440261264
7.9458296,7.240659584,6.454021198
7.897995891,7.240299005,6.477232964
7.883239298,7.237281526,6.491605689
7.867827712,7.2138249,6.434653301
7.867673596,7.233656757,6.45901637
7.874647339,7.219537234,6.435916021
7.867365364,7.204032328,6.471959251
7.850566736,7.218417541,6.397180227
7.845577235,7.227375087,6.418015108
7.860584267,7.205398734,6.464531486
7.871738402,7.222820403,6.438701433
7.856750635,7.198775463,6.421673282
7.835001035,7.207163674,6.409640303
7.820013267,7.170042994,6.39487762
7.849988802,7.168866367,6.426129941
7.833902959,7.163761324,6.42393875
7.824405569,7.203557882,6.397421629
7.832766355,7.197409058,6.363978117
7.827064068,7.172567048,6.392110777
7.801750538,7.169625481,6.408080472
7.817585943,7.179626809,6.405202213
7.808454578,7.147212637,6.398572933
7.786916887,7.160402245,6.376493901
7.799920413,7.15664463,6.363439604
7.813733046,7.144062313,6.373262824
7.792888877,7.118745858,6.366837807
7.764955378,7.145865209,6.364609477
7.77678377,7.122180849,6.357088865
7.752491258,7.133510627,6.397830156
7.782100767,7.14187986,6.358741543
7.741587561,7.143872535,6.340320686
7.75705694,7.120302041,6.372538617
7.778170812,7.137344153,6.341564837
7.735769687,7.092822111,6.364089534
7.762836285,7.098610356,6.365649365
7.739718906,7.113811616,6.316700393
7.729778433,7.086806131,6.377608066
7.713480682,7.101589879,6.325613711
17.7009395,7.049951141,6.321658426
20.72733184,12.97785428,13.34726565
22.08096994,17.69967691,17.06499201
22.68932302,19.71030451,18.59529729
22.9687158,20.59465347,19.35983714
23.09310657,21.03277618,19.70461542
23.16453926,21.19938275,19.90091268
23.23073203,21.30030698,20.02244948
23.24096147,21.34847277,20.05878982
23.21142901,21.38371464,20.08792523
23.26213313,21.41943096,20.11403383
23.25040106,21.42854033,20.14224076
23.26107358,21.42017109,20.13951106
23.26791248,21.41176391,20.15425517
23.2539072,21.43024833,20.15397663
23.25714363,21.43207021,20.16146011
23.23959369,21.4353344,20.19559069
23.30332059,21.42854033,20.17874823
23.26980039,21.44888459,20.1691107
23.26143961,21.40975225,20.16402268
23.23656916,21.41423103,20.17986239
23.22302623,21.41679304,20.18535894
23.21139049,21.41590108,20.20357553
23.09659344,21.38724452,20.15228682
16.70438785,21.38984449,20.18342772
10.98123772,18.18222678,15.18771725
10.61960486,11.48830159,9.448691777
10.51958367,9.87548774,8.887189883
10.43127528,9.656900831,8.719229547
10.36579531,9.564269931,8.627459511
10.32312448,9.481583426,8.562856525
10.2733258,9.435638044,8.523415093
10.25234677,9.431918385,8.476750159
10.26816291,9.428464416,8.47104935
10.23961295,9.388535014,8.443046676
10.2509212,9.373580466,8.432165
10.24117337,9.366843328,8.419407814
10.1915288,9.357449291,8.439815598
10.20187383,9.335567826,8.401135512
10.14826078,9.355570483,8.375565431
10.2015656,9.29381655,8.392073638
10.18492109,9.34517062,8.393057817
10.17914174,9.301123023,8.383141751
10.14473538,9.266583331,8.354117759
10.17559708,9.250262378,8.406316378
10.11048313,9.260529396,8.362121176
10.12003831,9.274383229,8.360691331
10.10636053,9.267285512,8.336179707
10.13250243,9.261933757,8.340116422
10.09480184,9.221017507,8.306282953
10.1395147,9.21302783,8.319541513
10.10000325,9.2726942,8.325743697
10.11030975,9.206613316,8.324778088
10.08301198,9.218436519,8.30353468
10.09988766,9.198509773,8.286636515
10.09692093,9.178696895,8.309662586
10.09181585,9.212154849,8.271632429
10.0775216,9.195188649,8.301492044
10.06970022,9.21056071,8.28520667
10.05076323,9.189798939,8.271093916
10.0507825,9.185490966,8.263647582
10.0340224,9.177140711,8.269775488
10.08226066,9.159775975,8.241958508
10.0640172,9.163116077,8.23178247
10.04159334,9.168904323,8.266173022
10.05141823,9.150400916,8.231355374
10.01165634,9.169473658,8.252227393
10.01364058,9.159054817,8.254047196
10.01198383,9.145447697,8.221457877
10.00998033,9.160724868,8.228235712
10.01920801,9.135750014,8.223760484
9.992834936,9.12817785,8.212785961
9.979792882,9.149319178,8.199137443
9.980235965,9.139355806,8.214494347
9.974129124,9.10475918,8.23209815
9.986940005,9.08876085,8.207010874
9.95420965,9.107169367,8.212303156
9.978270988,9.102348993,8.161070147
9.97410986,9.09211993,8.18153364
9.954460088,9.103886199,8.188515739
9.957523141,9.07302821,8.163874129
9.964362032,9.069801975,8.167643719
9.949451323,9.092271753,8.177485508
9.900076455,9.083409096,8.187958657
9.950376018,9.052494173,8.195033603
9.915931124,9.062438568,8.181199391
9.922172816,9.051146746,8.167903691
9.957291967,9.079632503,8.167513734
9.868155208,9.070181532,8.152156829
9.913773502,9.026798161,8.129260744
9.923213098,9.060445894,8.154830825
9.897706924,8.997401466,8.127440941
9.875957323,9.029208348,8.131749045
9.868232266,9.029701772,8.145063314
9.84838985,9.049818296,8.112511134
9.889461725,9.048375979,8.115630795
9.855729617,9.041600886,8.128907925
9.842822414,9.01345673,8.118527623
9.880311096,9.022186542,8.113309619
9.879232285,8.971838299,8.129594993
9.848254998,9.021294583,8.106754616
9.848486172,9.010192539,8.116373572
9.832843413,8.994232165,8.075799405
9.840838173,9.012792505,8.093588903
9.841994042,8.9693522,8.054871678
9.851375844,8.98694467,8.078417693
9.837197186,8.959882251,8.106327519
9.762585846,8.992011756,8.08322717
9.830878435,8.957472064,8.069225833
9.820340764,8.987684806,8.063097927
9.819088572,8.986033733,8.073143979
9.801962448,8.959047226,8.050433588
9.804929178,8.953828316,8.095538691
9.790095527,8.958648691,8.049486548
9.790345965,8.952348044,8.041390284
9.759542058,8.945459083,8.045865513
9.773971155,8.939613905,8.036265126
9.750102462,8.946047397,8.029598707
9.765359932,8.901487398,8.02889307
9.779095508,8.944111656,8.026237644
9.792388,8.926443275,8.040238981
9.747116467,8.901430465,8.052197682
9.755785484,8.897293293,8.016005897
9.718585769,8.936577448,8.05193771
9.715792419,8.907826001,8.012811958
9.715233749,8.896534179,7.996266612
