point_1,point_2,point3
2.692270487,4.521304072,4.228978489
2.690440361,4.490806663,4.205153933
2.689400079,4.482589252,4.219173839
2.71278716,4.493881075,4.184523315
2.690671535,4.489838792,4.177448369
2.663566409,4.460669832,4.162685686
2.674373783,4.462776374,4.169092134
2.659463074,4.459018759,4.130077798
2.657498097,4.459550139,4.145564688
2.656843104,4.423359374,4.142463596
25.75422506,4.437118317,4.116689252
32.20909801,21.82322273,25.86865761
35.14392627,31.44488026,32.37430271
36.53749964,35.31233893,35.26045364
37.31819277,37.05162119,36.65098696
37.7597347,37.95344876,37.33954077
38.11691747,38.5159713,37.83073887
38.4625608,38.89907721,38.20645379
38.69186593,39.17831734,38.50159603
38.98865454,39.45751951,38.77035114
39.18391933,39.63131869,38.99873634
39.41746265,39.83977142,39.19850608
39.58159604,39.96424716,39.40104266
39.73243693,40.12161151,39.56696037
39.85607638,40.2447588,39.75131749
39.99591725,40.37521256,39.9030853
40.11023269,40.4787747,40.02920875
40.2118143,40.59643739,40.13538865
40.33150453,40.67436046,40.21328734
40.40842761,40.72789698,40.31125956
40.42158525,40.79234577,40.40258393
40.50644529,40.87341915,40.47639734
40.55857498,40.91230477,40.53039719
35.35830143,40.96999745,40.62025458
16.399643,40.99182198,38.73532923
8.77025311,26.47621269,20.79931942
8.303782941,9.953657516,8.327489222
8.094878898,8.205133044,7.468356785
7.911904847,7.786633433,7.162982797
7.782659437,7.511283766,6.966147025
7.730510484,7.366387859,6.794751348
7.611301869,7.278899958,6.686863061
7.561483918,7.172054646,6.609317195
7.552352554,7.116240781,6.561482388
7.46005642,7.086084973,6.445516408
7.420313793,6.9891461,6.401432622
7.401261221,6.953581604,6.378462259
7.396117604,6.903840652,6.341954794
7.32281625,6.863095202,6.281827037
7.328422214,6.833432818,6.26401897
7.258684789,6.811627265,6.2159799
7.234238161,6.774316806,6.19133829
7.194013922,6.744047131,6.150281319
7.219423774,6.676068462,6.098491227
7.164076917,6.652289212,6.096281467
7.17345872,6.639061649,6.083914239
7.141460415,6.592414087,6.021446735
7.094705517,6.568862571,5.979814112
7.061416492,6.562751703,5.979368446
7.088810586,6.561632009,5.922657461
7.062283394,6.489686969,5.915136849
7.030535528,6.495133613,5.886577092
7.012947055,6.455071366,5.865927906
7.03192257,6.448979475,5.867153487
6.963745568,6.434840975,5.852892178
6.943055515,6.44362772,5.841639114
6.925717481,6.370600943,5.800526435
6.930051989,6.339818865,5.764427497
6.898959115,6.389161283,5.775810547
6.886726169,6.330652562,5.743611186
6.853706847,6.350750109,5.738226056
6.838873195,6.314426498,5.688571447
6.829202425,6.293930417,5.704002629
6.801943183,6.285997675,5.686825923
6.808319727,6.289375732,5.666251014
6.791752272,6.272485443,5.656112114
6.770214581,6.249844865,5.658340444
6.763337161,6.245688715,5.625082626
6.746153243,6.23547863,5.616707821
6.720839714,6.188869024,5.61106272
6.702461398,6.163059144,5.574518116
6.700245982,6.19888933,5.572326925
6.677205662,6.151634477,5.555558746
6.658865875,6.176856043,5.549505117
6.633976164,6.141860882,5.547629607
6.652258158,6.117227629,5.529431582
6.633687197,6.104740202,5.491958508
6.620144266,6.122845074,5.482320983
6.607969113,6.094587051,5.51843849
6.593000611,6.096503814,5.48369512
6.573832451,6.068056013,5.462600267
6.560944513,6.030062351,5.452182827
6.533839386,6.073920169,5.461597519
6.519410289,6.04465632,5.439091391
6.528811356,6.001823306,5.425777122
6.535130107,6.02397046,5.456899457
6.492863833,5.996566441,5.396957394
6.483173798,5.974286442,5.396233187
6.470151009,5.971743409,5.410791606
6.437285802,6.005315231,5.362176884
6.464930334,5.991119797,5.386465676
6.431911012,5.941302933,5.358407294
6.423665813,6.001367838,5.357051727
6.428770901,5.951038572,5.334062794
6.382112325,5.953258981,5.31142668
6.364793556,5.955802013,5.295252722
6.390742813,5.910976325,5.315771923
6.368434543,5.900823173,5.293711461
6.339345175,5.910881435,5.275346312
6.348996681,5.912779221,5.271223902
6.295171718,5.9187952,5.253211572
6.301085914,5.861823686,5.249869078
6.296693612,5.898507875,5.260175102
6.305227778,5.827910263,5.243722602
6.277718097,5.863247025,5.249646245
6.266120879,5.836829854,5.232469538
6.233563904,5.83597585,5.202572784
6.266274995,5.812329445,5.208867815
6.233294201,5.806180621,5.182629235
6.238091057,5.806465289,5.187011617
6.18574946,5.780313808,5.206880888
6.206882597,5.797754455,5.168702176
6.190700432,5.807831694,5.167253762
6.192838789,5.783957555,5.159937413
6.16898936,5.754295171,5.155276491
6.173015637,5.783995511,5.150114194
6.1427704,5.76898403,5.153493827
6.145775659,5.7475011,5.155815004
6.146449916,5.742490947,5.148052989
6.11208208,5.733400556,5.105844715
6.130017313,5.736057455,5.144153413
6.127012054,5.732546552,5.11072847
6.097017255,5.693357286,5.085306945
6.120596981,5.694420046,5.093626041
6.095033014,5.689827405,5.137115605
6.048624876,5.689637627,5.113551021
6.08345506,5.717345292,5.073496798
6.031903306,5.67246267,5.073366812
6.027260566,5.663808769,5.047443913
6.021770188,5.65160601,5.074592394
6.024505745,5.65513589,5.049672242
6.02710645,5.656692074,5.06491773
5.999577505,5.641908327,5.048669494
5.996129163,5.597101616,5.031567065
6.015181735,5.609209486,5.029004486
5.979407592,5.657166521,5.018977003
5.988693073,5.628396096,4.992645576
5.945078285,5.616686761,4.979405585
5.938162336,5.58858056,5.035986585
5.958659745,5.624942127,4.986870489
5.949778819,5.578674121,4.989971581
5.940339223,5.579907682,4.975208898
5.911904847,5.568331191,4.987538988
5.908379447,5.571007069,4.965404248
5.915622892,5.558272929,4.96852391
5.91810801,5.564175042,4.969303825
5.897167518,5.562410101,4.936157424
5.850142917,5.506045878,4.961059006
5.876053646,5.551251124,4.955506751
5.857617537,5.554059846,4.945516408
5.864706866,5.520374157,4.943882299
5.850586001,5.536201687,4.928729659
5.840260238,5.525422266,4.917550872
5.835964259,5.506007923,4.926185649
5.826620985,5.511018076,4.90529506
5.852512449,5.51636983,4.893726316
5.823904693,5.497828468,4.885834316
5.807568412,5.462795352,4.908303305
5.80670151,5.471164585,4.88980817
5.764531559,5.496006594,4.857515962
5.800324967,5.4664391,4.903568105
5.774799528,5.465926698,4.896214617
5.755535046,5.45370496,4.889863878
5.730086665,5.471430275,4.882900349
5.783718983,5.452983802,4.852483651
5.747578815,5.462643529,4.888749714
5.724827462,5.409619408,4.858555849
5.757962371,5.428540327,4.876698165
5.730356368,5.391666359,4.853263566
5.72580995,5.427306767,4.809124073
5.716023593,5.382234366,4.830961702
5.708337065,5.401724621,4.830516036
5.671773078,5.356329597,4.813710718
5.642491065,5.372195082,4.80984828
5.689303757,5.400510039,4.826022238
5.681829138,5.386675184,4.802550501
5.657266923,5.37221406,4.769199836
5.675992,5.354963192,4.799263715
5.647788798,5.340862647,4.764111817
5.65699722,5.344942886,4.80290332
5.611359662,5.351414333,4.778670237
5.640699468,5.332835015,4.75168888
5.633976164,5.326591302,4.75675833
5.640545352,5.322055595,4.787007903
5.603576811,5.299433994,4.760676476
5.594233538,5.316855663,4.737353294
5.617543561,5.289717334,4.74695368
5.597354384,5.259314814,4.737947515
5.559962024,5.297877811,4.730668305
5.60193933,5.282524728,4.746173765
5.580844723,5.273054779,4.743982574
5.536960232,5.300914267,4.752468796
5.585198495,5.275408033,4.73304519
5.533184394,5.249408374,4.722219223
5.552448876,5.283967044,4.732469538
5.583021609,5.232556041,4.717001218
5.547016292,5.260776108,4.694420812
5.543587214,5.257796585,4.693678036
5.493383974,5.233618801,4.709294912
5.529273704,5.200122891,4.689481349
5.512706249,5.208852703,4.684783287
5.470632621,5.243335461,4.683093471
5.49409676,5.189438359,4.682090722
5.504306935,5.20374766,4.689295654
5.455317357,5.211433691,4.697763306
5.490128276,5.174445856,4.685990299
5.488221093,5.193594509,4.644264829
5.454720158,5.143815601,4.640402391
5.461963604,5.148901666,4.668219371
5.443739404,5.130739861,4.639845309
5.437247273,5.174825413,4.627738052
5.439462689,5.169568547,4.618694748
5.458361146,5.139564562,4.608147322
5.435031858,5.133719383,4.642073638
5.406713069,5.167822585,4.617989111
5.405653523,5.126299043,4.594758776
5.391205161,5.111401428,4.633958805
5.404324273,5.122142893,4.612418287
5.39941183,5.09671257,4.607330268
5.362481818,5.08752729,4.579197608
5.409602741,5.107207323,4.603950635
5.3817463,5.09318269,4.608444433
5.369051007,5.09335349,4.598509797
5.359014211,5.089197341,4.552401946
5.370996719,5.078778499,4.590042145
5.329924844,5.078285075,4.570878511
5.340770747,5.070807801,4.553887499
5.350441517,5.040670971,4.533256881
5.322469489,5.055929165,4.531882745
5.305478216,5.028714924,4.555335913
5.322488753,5.074508483,4.550767837
5.328595594,5.050102964,4.556542925
5.316728673,5.032339694,4.531585634
5.29492128,5.040158569,4.507668231
5.27871985,5.036116286,4.524362133
5.305227778,5.012697616,4.531957023
5.284595517,5.001045214,4.551027809
5.278084122,5.025090154,4.510360796
5.267739095,4.95777571,4.514798885
5.272593745,5.008826134,4.480891138
5.264329282,4.969314244,4.491512842
5.232504358,4.965234006,4.470046601
5.235490352,4.948040071,4.496099487
5.252847651,4.968004772,4.485793463
5.219481568,4.970035403,4.447689029
5.226513104,4.984914039,4.465775637
5.214222364,4.942669339,4.471513585
5.202278385,4.922249169,4.452628493
5.220155825,4.915075541,4.473760484
5.225954434,4.939443104,4.451978563
5.200737227,4.941359867,4.476564465
5.168700393,4.952006442,4.421339033
5.174672382,4.931206716,4.43912853
5.207094506,4.90721871,4.43910996
5.197019182,4.94257445,4.422267503
5.152768666,4.885147467,4.429082478
5.154868495,4.858825185,4.409287484
5.152094409,4.897217381,4.41162723
5.17792808,4.872716973,4.406446364
5.141903498,4.890802867,4.398907182
5.120423601,4.864594452,4.404905102
5.110906947,4.844572817,4.403568105
5.16825731,4.849051591,4.360561346
5.120924477,4.874121334,4.401414053
5.093838616,4.865865968,4.36293823
5.107400811,4.864651386,4.383308876
5.107651249,4.823089888,4.366355002
5.090255422,4.826600791,4.339633618
5.126626764,4.823735135,4.344795914
5.102353517,4.814929411,4.338445175
5.076269408,4.812348423,4.336959622
5.076230879,4.82210304,4.323385382
5.086267674,4.815764437,4.345018747
5.083146828,4.766004507,4.322921146
5.065423505,4.795002666,4.325595142
5.065327182,4.803637589,4.324778088
5.050339415,4.768205938,4.326820723
5.056234347,4.784697692,4.320637109
5.034812243,4.769268697,4.291613117
5.025141473,4.789992513,4.307118576
5.015740405,4.763024984,4.282811216
5.056311405,4.731142191,4.277184684
5.029167749,4.745489448,4.302866181
5.0005022,4.754712684,4.293897155
5.02487177,4.732110062,4.261530669
5.020267559,4.739777114,4.246043779
5.004952295,4.718389074,4.254084334
5.002024094,4.748848528,4.25642408
4.965517901,4.724537898,4.27159529
4.964496883,4.700132379,4.288103498
4.990792901,4.725866348,4.266321577
4.979889204,4.705863691,4.25233881
4.983472398,4.716415377,4.231875317
4.944673731,4.703852039,4.220770809
4.976228953,4.686202635,4.234475035
4.942169348,4.679826077,4.238523167
4.930841833,4.702998035,4.223667637
4.932671959,4.665972244,4.211504672
4.896820758,4.697968904,4.210891881
4.953939947,4.680490302,4.221866404
4.948449569,4.668648122,4.206305236
4.935388251,4.650657117,4.192675287
4.917530076,4.649025022,4.196407739
4.934328704,4.638188668,4.161348689
4.93095742,4.653143216,4.207066582
4.905509039,4.639270405,4.179361019
4.9129066,4.63949814,4.180605169
4.861605284,4.600764342,4.192341038
4.882507247,4.617540764,4.163929837
4.875976588,4.609835756,4.159046081
4.882988859,4.623366965,4.131229102
4.852897738,4.585240458,4.154255173
4.839219956,4.580211327,4.173808764
4.860160448,4.60750148,4.105751868
4.858388116,4.615624001,4.12905648
4.817258447,4.590421412,4.14170225
4.838468641,4.58239378,4.13254753
4.840838173,4.577364649,4.151339775
4.849642041,4.562125434,4.108481571
4.812211152,4.521417939,4.121220188
4.798668221,4.522594566,4.108017336
4.811440573,4.554344514,4.150894109
4.80558417,4.563890374,4.123968461
4.817027273,4.56339695,4.107683087
4.793755778,4.574574905,4.125825403
4.778594631,4.540547615,4.104711981
4.802675234,4.507146594,4.087943801
18.6307012,4.558083151,4.054258887
26.1289385,8.915891588,14.47307342
29.4372858,20.62511293,21.82412816
30.9117122,24.97660174,25.28615371
